,age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
14041,41,0,303521,2,13,2,3,1,0,0,4650,0,45,0,0
14042,40,0,226027,0,9,1,8,0,0,0,0,0,20,0,0
14043,36,0,94565,4,11,2,10,1,0,0,0,0,40,0,0
14044,65,2,336848,0,9,1,7,0,0,0,0,0,40,0,0
14045,20,0,162688,0,9,0,9,2,0,0,0,0,35,0,0
14046,30,3,45737,1,10,0,1,1,0,1,0,0,40,0,0
14048,52,0,335997,2,13,1,10,0,0,0,7688,0,38,0,1
14049,26,0,96645,9,16,0,4,5,1,0,0,0,20,0,0
14050,35,3,43712,4,11,1,10,0,0,0,0,0,45,0,0
14051,45,0,101825,1,10,2,0,3,0,1,5721,0,45,0,0
14052,45,0,102318,4,11,1,0,0,0,0,0,0,45,0,1
14053,40,3,132125,1,10,1,1,0,0,0,0,0,40,0,0
14054,31,5,229741,13,12,1,4,0,0,0,0,1579,45,0,0
14055,60,3,265201,9,16,1,3,0,0,0,0,0,50,0,1
14057,39,0,179481,2,13,1,2,0,0,0,0,0,40,0,0
14058,33,0,304833,2,13,1,2,0,0,0,0,0,45,0,1
14059,31,0,341632,13,12,1,10,0,1,0,0,0,46,0,0
14060,21,0,140001,1,10,0,11,2,0,0,0,0,40,0,0
14061,30,0,159123,0,9,1,4,0,0,0,0,0,45,0,0
14062,33,0,229636,0,9,0,4,1,0,0,0,0,40,1,0
14063,35,0,34996,1,10,0,5,1,0,1,0,0,30,0,0
14064,53,2,67198,14,4,1,0,4,0,1,0,0,80,0,0
14065,65,5,323636,2,13,1,2,0,0,0,10605,0,40,0,1
14066,45,0,182689,0,9,1,2,0,0,0,7688,0,40,0,1
14067,25,0,51392,4,11,2,1,3,0,1,0,0,40,0,0
14068,43,0,177905,1,10,1,3,0,0,0,0,0,40,0,1
14069,36,0,143152,14,4,1,7,4,0,1,0,0,40,0,0
14070,37,3,211286,2,13,2,3,1,0,1,0,0,50,0,0
14072,48,0,309212,1,10,2,0,1,0,1,0,0,40,16,0
14074,46,2,188273,0,9,1,6,0,0,0,15024,0,50,0,1
14075,21,0,93977,0,9,0,4,1,0,0,0,0,40,0,0
14076,62,5,163234,2,13,1,0,0,0,0,0,1902,55,0,1
14077,50,1,166423,0,9,1,1,4,0,1,0,0,40,0,1
14078,33,0,239071,2,13,0,7,1,0,0,0,0,46,0,0
14079,40,0,190292,0,9,2,7,3,0,0,0,0,40,0,0
14080,38,0,170783,4,11,2,5,2,0,0,0,0,25,0,0
14081,28,0,239539,0,9,0,4,2,2,0,0,0,45,0,0
14082,48,0,164200,3,14,1,3,0,0,0,0,0,40,0,1
14083,52,0,177647,0,9,2,4,1,0,0,0,0,47,0,0
14084,44,2,86750,1,10,1,6,0,0,0,4508,0,72,0,0
14085,25,0,176981,0,9,0,1,2,0,1,0,0,40,0,0
14086,59,4,134153,2,13,1,1,0,1,0,7298,0,38,0,1
14087,35,0,245372,0,9,1,4,0,0,0,0,0,40,0,0
14088,26,0,168236,0,9,1,1,0,0,0,0,0,40,0,0
14089,27,0,448841,0,9,1,0,0,0,0,0,0,40,0,0
14090,44,5,144778,8,15,0,3,1,0,0,8614,0,50,0,1
14091,30,0,155914,0,9,1,4,0,0,0,0,0,55,0,0
14092,34,4,117362,0,9,2,5,1,0,1,0,0,40,0,0
14093,50,1,82783,3,14,1,3,0,0,0,0,0,45,0,1
14094,30,0,207301,2,13,0,2,1,0,1,0,0,50,0,0
14095,41,0,606347,14,4,1,8,0,1,0,0,0,40,0,0
14096,61,1,149981,0,9,4,1,1,0,1,0,0,40,0,0
14097,29,0,234972,1,10,1,2,0,0,0,0,0,50,0,1
14098,33,0,437566,3,14,0,0,1,0,0,0,0,50,0,1
14099,33,0,243266,3,14,1,0,0,0,0,0,0,40,9,1
14100,31,0,203408,1,10,2,4,1,0,0,0,0,45,0,0
14101,43,2,297510,8,15,1,3,0,0,0,0,0,60,0,1
14102,18,0,211683,10,8,0,9,2,0,0,0,0,20,0,0
14103,41,0,167375,2,13,0,1,1,0,0,0,0,52,0,0
14104,36,0,297449,2,13,1,2,0,0,0,0,0,50,0,1
14105,42,2,342634,4,11,2,4,1,0,0,0,0,40,28,0
14106,49,0,38819,0,9,1,0,0,0,0,0,0,60,0,1
14107,18,0,164571,0,9,0,3,1,0,1,0,0,40,0,0
14108,36,1,122353,1,10,1,11,0,0,0,0,0,68,0,0
14109,26,2,192652,1,10,0,0,3,0,0,0,0,15,0,0
14110,25,0,401241,1,10,0,5,1,0,1,4416,0,25,0,0
14111,32,0,116539,1,10,1,4,0,0,0,0,0,40,0,1
14112,37,0,162834,1,10,0,4,1,0,0,0,0,40,0,0
14113,31,1,226525,2,13,1,4,0,0,0,0,0,51,0,0
14114,18,0,219404,12,3,0,6,1,0,0,0,0,48,1,0
14115,38,0,33394,0,9,1,4,0,0,0,0,0,60,0,0
14116,56,4,75804,3,14,2,3,1,0,0,0,0,48,0,0
14117,58,2,359972,13,12,1,2,0,0,0,0,0,25,0,1
14118,37,0,201247,0,9,0,9,1,0,0,0,0,40,0,0
14119,41,0,220109,2,13,1,0,0,0,0,0,0,55,0,1
14120,59,0,118479,2,13,1,3,0,2,0,0,0,40,2,0
14121,45,0,189123,0,9,0,7,2,0,0,0,0,40,0,0
14122,60,0,495366,0,9,2,1,1,0,1,0,0,38,0,0
14123,31,0,53776,0,9,2,2,1,0,1,0,0,40,0,0
14124,28,0,375980,1,10,0,1,3,1,1,0,0,40,0,0
14125,61,0,185152,5,7,4,5,1,1,0,0,0,40,0,0
14126,52,1,230095,1,10,1,3,4,0,1,0,0,40,0,0
14127,22,0,349198,14,4,0,9,2,0,0,0,0,16,0,0
14128,41,0,59916,4,11,1,2,0,0,0,0,0,63,0,0
14129,32,0,214150,0,9,1,7,0,0,0,0,0,50,0,1
14130,29,0,255187,1,10,0,10,3,1,1,0,0,40,0,0
14132,30,0,274577,13,12,0,2,3,1,1,0,0,40,0,0
14133,51,0,257756,0,9,1,3,4,0,1,0,0,50,0,1
14135,75,0,186808,5,7,1,11,0,1,0,6418,0,50,0,1
14136,46,0,147519,1,10,2,2,1,0,1,0,0,80,0,0
14137,53,0,173630,0,9,1,5,0,0,0,0,0,40,0,1
14138,42,0,136986,0,9,1,4,0,0,0,7688,0,50,0,1
14139,41,0,163287,2,13,2,8,1,0,0,0,0,48,0,0
14140,25,0,150804,0,9,0,8,1,2,0,0,0,40,23,0
14141,27,0,189565,9,16,1,3,0,0,0,0,0,40,0,1
14142,47,0,165484,1,10,1,4,0,0,0,0,0,43,0,1
14143,53,0,177727,1,10,1,0,0,0,0,0,0,50,0,1
14144,53,5,190762,0,9,1,0,0,0,0,0,0,45,0,1
14145,38,0,246463,0,9,1,4,0,0,0,0,0,45,0,0
14146,42,0,27661,13,12,1,0,0,0,0,7298,0,50,0,1
14147,30,0,288419,12,3,1,4,0,0,0,0,0,40,1,0
14148,57,1,258641,2,13,0,0,1,0,0,0,0,40,0,1
14149,71,2,200540,0,9,1,2,0,0,0,0,2392,52,0,1
14150,21,0,305423,0,9,0,7,2,0,0,0,0,40,0,0
14151,35,0,148906,1,10,2,3,1,0,1,0,0,40,0,0
14152,64,0,262645,0,9,1,2,0,0,0,0,0,50,0,1
14153,21,0,243368,7,1,0,6,1,0,0,0,0,50,1,0
14154,41,0,106698,0,9,4,8,1,0,1,13550,0,60,0,1
14155,22,0,186365,1,10,0,7,1,0,0,0,0,40,0,0
14156,39,5,304001,1,10,2,4,1,0,0,3325,0,40,0,0
14157,38,5,125645,1,10,1,2,0,0,0,0,0,50,0,1
14158,42,0,111468,0,9,2,1,3,0,1,3325,0,40,0,0
14159,32,0,136331,2,13,1,2,0,0,0,0,1887,40,0,1
14160,40,0,213849,0,9,2,2,1,0,1,0,0,40,0,0
14161,22,0,138994,0,9,0,2,2,2,1,0,0,40,23,0
14162,29,0,177562,0,9,1,5,4,0,1,3781,0,35,0,0
14163,18,0,36251,5,7,0,5,2,0,1,0,0,25,0,0
14164,32,0,100904,1,10,3,5,3,3,1,0,0,70,0,0
14165,31,0,427474,5,7,1,5,0,0,0,0,2179,35,1,0
14166,37,0,280549,2,13,0,1,5,0,1,0,0,40,0,0
14167,34,0,75454,10,8,2,5,3,1,1,0,0,40,0,0
14168,31,0,203488,0,9,0,8,1,0,0,0,0,50,0,0
14169,30,0,49795,0,9,0,1,1,0,0,0,0,40,0,0
14170,17,0,152710,11,6,0,2,2,0,1,0,0,15,0,0
14171,28,1,199172,0,9,3,5,3,0,1,0,0,40,0,0
14172,31,0,382583,0,9,0,7,2,1,0,0,0,40,0,0
14173,32,2,127295,0,9,0,0,1,3,0,0,0,20,4,0
14174,46,1,274200,1,10,1,3,0,0,0,0,0,40,0,1
14175,35,0,130540,3,14,0,3,2,0,0,0,1564,40,0,1
14176,22,0,117789,2,13,0,1,2,0,1,0,0,40,0,0
14177,20,5,83141,1,10,0,4,2,0,0,0,0,18,0,0
14179,36,5,176837,1,10,1,4,0,0,0,7298,0,45,0,1
14180,34,0,234096,15,5,2,4,1,0,0,0,0,40,0,0
14181,51,0,353317,3,14,1,0,0,0,0,0,0,70,0,1
14182,23,0,302312,0,9,2,11,1,1,0,0,0,40,0,0
14183,17,0,181015,11,6,0,5,5,0,0,0,0,15,0,0
14184,36,3,230329,9,16,1,3,0,0,0,7298,0,40,0,1
14185,48,0,164984,0,9,1,3,0,0,0,0,0,40,0,1
14186,33,0,229051,2,13,1,0,0,0,0,0,1902,45,0,1
14187,41,0,204415,5,7,2,9,1,0,0,0,0,48,0,0
14189,25,0,185836,1,10,0,5,1,0,1,0,0,40,0,0
14190,52,0,228516,1,10,1,5,0,0,0,0,0,35,0,1
14191,47,2,242519,0,9,1,0,0,0,0,0,0,50,0,1
14192,36,0,164866,2,13,1,9,0,0,0,0,0,40,0,0
14193,35,0,33001,8,15,1,3,0,0,0,15024,0,60,0,1
14194,21,0,811615,0,9,0,5,1,1,1,0,0,50,0,0
14195,43,1,300099,2,13,2,1,1,0,1,0,0,34,0,0
14196,46,3,146305,1,10,2,10,1,3,1,0,0,48,0,0
14197,36,0,167482,0,9,0,1,2,0,0,0,0,65,0,0
14198,23,0,106615,13,12,0,3,2,0,1,2176,0,25,0,0
14199,32,0,204663,0,9,0,8,2,0,0,0,0,45,0,0
14200,40,0,171234,4,11,0,3,3,0,1,0,0,24,0,0
14201,42,0,167174,9,16,1,3,0,2,0,0,0,50,2,1
14203,18,0,116167,0,9,0,5,2,0,1,0,0,16,0,0
14204,41,0,106159,0,9,0,7,2,0,0,14344,0,48,0,1
14205,52,3,295826,3,14,2,3,3,0,1,0,1876,50,0,0
14206,26,0,233461,0,9,1,5,0,0,0,0,0,53,1,0
14207,57,0,289605,15,5,0,4,1,0,0,0,1617,35,0,0
14209,31,0,197886,2,13,1,0,0,0,0,0,0,50,0,1
14210,27,0,120126,2,13,1,2,0,0,0,0,0,75,0,1
14211,35,0,61343,0,9,1,4,0,0,0,0,0,45,0,0
14212,42,2,116197,0,9,1,4,0,0,0,0,0,40,0,0
14213,42,4,236503,1,10,0,1,1,0,1,0,0,40,0,0
14214,69,4,47341,3,14,2,3,1,0,1,0,0,5,0,0
14215,25,0,248990,5,7,1,7,5,0,0,0,0,40,1,0
14216,18,0,190776,1,10,0,5,2,0,0,0,0,30,0,0
14217,47,1,179048,0,9,0,4,1,0,0,0,0,40,0,0
14218,28,0,213842,2,13,0,10,2,0,0,0,0,40,0,0
14219,24,0,188274,13,12,0,3,2,0,0,0,0,40,0,0
14220,22,0,86849,1,10,0,5,2,0,1,0,0,20,0,0
14221,41,5,67671,0,9,1,0,0,0,0,0,0,50,29,1
14222,21,0,243890,0,9,0,5,5,1,0,0,0,40,0,0
14223,51,0,279337,1,10,1,2,0,0,0,0,0,48,0,0
14225,58,3,312351,2,13,1,3,0,0,0,0,0,40,0,1
14226,43,1,175935,1,10,1,6,0,0,0,0,0,40,0,0
14227,20,0,245297,1,10,0,5,1,0,1,0,0,35,0,0
14228,49,3,70209,9,16,2,3,1,0,1,14084,0,60,0,1
14229,47,1,251588,2,13,1,0,0,1,0,0,0,40,0,1
14230,33,0,176992,0,9,1,7,0,0,0,3464,0,40,0,0
14231,51,3,87205,13,12,2,0,3,0,1,0,0,38,0,0
14232,43,0,65545,0,9,0,4,1,0,1,0,0,46,0,0
14233,22,0,289579,2,13,0,0,1,0,1,0,0,40,0,0
14234,34,0,360689,1,10,1,0,0,0,0,0,1628,48,0,0
14235,43,0,57600,0,9,1,1,4,0,1,0,0,40,0,0
14236,42,1,247082,2,13,1,3,0,0,0,3103,0,50,0,1
14237,36,1,188798,5,7,3,3,3,3,1,0,0,30,0,0
14238,19,0,232261,15,5,0,5,2,0,0,0,0,40,0,0
14240,26,0,301298,1,10,0,4,2,0,0,0,0,50,0,0
14241,38,0,27016,0,9,1,6,0,0,0,0,0,43,0,0
14242,60,0,166789,1,10,2,10,1,0,0,0,1408,50,0,0
14243,23,0,94071,15,5,1,7,0,0,0,0,0,40,0,0
14244,22,0,117767,1,10,0,2,2,0,0,0,0,18,0,0
14245,41,0,219155,14,4,1,8,0,0,0,0,0,40,7,0
14246,20,0,34616,0,9,0,2,2,0,1,0,0,40,0,0
14247,35,0,112341,4,11,5,7,1,1,0,0,0,40,0,0
14248,28,0,220656,5,7,0,0,1,1,0,0,0,40,0,0
14249,53,0,239990,0,9,1,4,0,0,0,0,0,40,0,1
14250,36,0,139180,4,11,1,1,4,1,1,0,0,40,0,0
14251,52,0,215656,0,9,1,2,4,0,1,0,0,60,0,0
14252,43,3,157999,2,13,1,3,4,0,1,0,0,40,0,1
14253,23,0,41763,2,13,1,5,0,0,0,0,0,30,0,0
14254,39,0,299725,0,9,2,9,1,0,1,0,0,37,0,0
14255,32,0,198813,8,15,1,3,0,0,0,0,0,60,0,0
14256,32,0,431551,11,6,1,6,0,0,0,0,0,35,1,0
14257,22,0,195767,2,13,0,9,2,0,0,0,0,30,0,0
14258,26,0,140649,2,13,1,0,0,0,0,0,0,40,0,0
14259,36,0,295706,3,14,1,0,0,0,0,0,0,70,0,1
14260,32,0,324284,0,9,1,4,0,0,0,0,0,40,0,0
14261,30,0,352426,1,10,0,2,3,0,0,0,0,60,1,0
14263,81,0,106390,12,3,4,5,1,2,1,0,0,6,0,0
14264,29,0,134813,0,9,1,4,0,0,0,0,0,50,0,0
14265,65,0,95644,13,12,2,2,1,0,1,0,0,40,0,0
14266,50,0,254148,12,3,1,9,0,0,0,0,0,40,1,0
14267,44,0,367819,2,13,1,0,0,0,0,0,0,40,0,1
14268,30,0,162370,2,13,0,0,1,0,1,0,0,35,0,0
14269,55,2,204387,2,13,1,2,0,0,0,0,0,40,0,1
14270,60,4,248288,1,10,2,1,1,0,1,0,0,40,0,0
14271,44,0,175070,2,13,2,2,3,0,1,0,0,75,0,0
14272,51,1,169182,14,4,2,5,3,0,1,0,0,40,12,0
14273,38,2,223242,1,10,5,5,3,0,1,0,0,40,0,0
14274,29,3,461929,1,10,1,0,0,0,0,3103,0,40,0,1
14275,25,2,114483,0,9,1,6,0,0,0,0,0,65,0,0
14276,45,0,260543,3,14,4,7,5,2,1,0,0,40,2,0
14277,27,0,237466,2,13,0,5,1,0,1,0,0,30,0,0
14278,57,0,335605,1,10,1,3,0,0,0,0,0,40,0,1
14279,31,0,169122,0,9,2,5,1,0,0,0,0,28,0,0
14280,49,0,176907,0,9,1,7,0,0,0,0,0,40,0,1
14281,26,0,264300,13,12,0,1,2,0,1,0,0,40,0,0
14282,34,0,159187,0,9,1,7,0,0,0,0,0,45,0,0
14283,55,0,303090,0,9,1,4,0,0,0,0,1672,45,0,0
14284,33,0,393702,4,11,2,3,3,0,1,0,0,40,0,0
14286,21,0,191265,1,10,0,5,2,0,0,0,0,40,0,0
14287,22,0,215074,1,10,1,5,0,4,0,0,0,40,0,0
14288,19,0,30597,0,9,0,2,2,0,0,0,0,35,0,0
14289,35,2,28996,4,11,1,6,0,0,0,0,0,40,0,0
14290,35,0,188069,2,13,1,2,0,0,0,0,0,60,0,1
14291,55,0,53481,2,13,1,2,0,0,0,0,0,15,0,1
14292,37,0,410034,1,10,2,4,1,0,0,0,0,40,0,0
14293,64,0,64544,1,10,1,2,0,0,0,0,0,12,0,0
14294,46,0,204379,2,13,2,0,1,0,1,0,0,37,0,0
14295,23,0,255252,0,9,0,4,2,0,0,0,0,40,0,0
14296,26,0,178037,2,13,0,2,1,0,0,0,0,40,41,0
14297,26,0,184303,12,3,5,12,5,0,1,0,0,8,13,0
14298,20,0,175800,1,10,0,1,1,0,1,0,0,25,0,0
14299,88,2,263569,5,7,1,6,0,0,0,6418,0,40,0,1
14300,42,0,234508,2,13,1,3,0,0,0,0,0,40,0,1
14301,50,2,195372,14,4,1,4,0,0,0,0,0,36,0,0
14302,48,0,265295,1,10,0,2,1,0,0,0,0,70,0,0
14303,40,0,184846,0,9,1,3,4,0,1,5178,0,40,0,1
14304,47,0,185400,5,7,1,8,0,0,0,0,0,70,0,0
14305,32,0,360689,2,13,1,3,0,0,0,0,0,40,0,1
14306,39,0,200598,2,13,1,0,0,0,0,0,0,55,0,0
14307,38,0,227615,1,10,1,4,0,0,0,0,0,40,0,1
14308,25,0,308144,2,13,0,4,1,0,0,0,0,40,1,0
14309,44,0,259674,3,14,1,0,0,1,0,5178,0,60,0,1
14310,41,0,182217,1,10,2,10,3,0,1,0,0,30,0,0
14311,28,0,230997,0,9,0,2,2,0,1,0,0,60,0,0
14312,31,0,393702,0,9,0,3,2,0,1,0,0,36,0,0
14313,57,2,130957,9,16,1,3,0,0,0,0,1887,70,0,1
14314,20,0,210444,1,10,0,3,2,0,0,0,0,25,0,0
14316,53,5,167914,13,12,0,0,1,0,0,0,1876,50,0,0
14317,71,0,533660,14,4,1,4,0,0,0,0,0,40,0,1
14318,39,0,205997,1,10,1,2,4,0,1,0,0,21,0,0
14319,34,0,253616,1,10,1,4,0,0,0,0,0,60,0,1
14320,49,0,148549,2,13,1,3,0,0,0,0,0,55,0,1
14321,54,1,113649,1,10,1,0,0,0,0,0,0,40,0,0
14322,37,0,233322,1,10,2,1,1,0,1,0,0,40,0,0
14323,43,2,325775,0,9,1,1,4,0,1,0,0,15,0,0
14324,30,0,94235,2,13,1,3,0,0,0,0,0,60,0,0
14325,47,1,336274,0,9,2,5,1,0,1,0,0,40,0,0
14326,43,0,147510,2,13,2,3,3,0,0,0,0,40,0,0
14327,48,0,191389,0,9,2,5,1,0,1,0,0,38,0,0
14328,35,0,174503,1,10,2,7,1,0,1,0,0,40,0,0
14329,24,0,160968,0,9,0,7,1,0,0,0,0,40,0,0
14330,23,0,122797,0,9,0,9,2,0,0,0,0,40,0,0
14331,38,0,52263,2,13,0,10,1,0,0,0,0,40,0,0
14332,21,0,249282,1,10,0,2,2,0,1,0,0,40,0,0
14334,37,1,289238,11,6,1,4,0,0,0,0,0,40,0,0
14335,61,0,153790,13,12,4,7,3,1,1,0,0,40,0,0
14336,43,1,101563,2,13,1,3,0,0,0,0,0,40,0,0
14337,52,0,176240,2,13,1,0,0,0,0,0,0,40,0,1
14338,56,0,131608,0,9,1,7,0,0,0,0,0,40,41,1
14339,27,0,198286,1,10,5,0,1,0,1,0,0,40,0,0
14340,39,2,222204,1,10,2,5,1,0,1,3325,0,40,0,0
14341,47,2,148169,0,9,1,4,0,0,0,0,0,40,0,0
14342,23,0,347867,2,13,0,1,1,0,0,0,0,30,0,0
14343,40,0,170413,0,9,2,1,1,0,1,0,1741,40,0,0
14344,33,0,133861,0,9,1,4,0,0,0,0,0,62,0,0
14345,50,4,289572,1,10,1,1,0,0,0,0,0,40,0,1
14346,44,1,445382,1,10,1,7,0,0,0,7688,0,40,0,1
14347,42,2,151809,0,9,2,6,3,0,0,0,0,50,0,0
14348,49,0,368355,2,13,1,0,0,0,0,0,0,43,0,1
14349,43,0,73333,8,15,0,6,1,0,1,0,0,32,0,0
14350,41,0,117585,0,9,1,8,0,0,0,0,1977,50,0,1
14351,21,0,107960,1,10,0,8,2,2,0,0,0,20,2,0
14352,29,0,196117,2,13,0,2,2,0,1,0,0,40,0,0
14353,38,2,126569,0,9,2,4,3,0,0,0,0,60,0,0
14354,25,0,216741,2,13,0,2,1,0,1,0,0,45,0,0
14355,75,0,254167,11,6,4,12,1,0,1,0,0,60,0,0
14356,52,0,102444,14,4,1,7,0,0,0,0,0,40,0,0
14357,33,0,38848,2,13,2,0,1,0,0,0,0,40,0,0
14358,25,0,55360,0,9,0,1,3,1,0,0,0,40,0,0
14359,17,0,140117,5,7,0,2,2,0,1,0,0,14,0,0
14360,36,2,66883,1,10,1,4,0,0,0,0,0,60,0,0
14361,52,2,154728,0,9,1,4,0,0,0,0,0,40,0,0
14363,48,0,193047,3,14,1,0,0,0,0,0,0,60,0,1
14364,54,0,231342,13,12,2,2,1,0,0,0,0,32,0,0
14365,27,0,310483,2,13,2,3,1,0,0,0,0,50,0,0
14366,38,4,174778,1,10,0,1,1,0,1,0,1980,40,0,0
14367,44,4,130749,2,13,3,0,3,1,1,0,0,60,0,0
14368,38,0,22463,0,9,1,4,0,0,0,15024,0,45,0,1
14369,29,0,159473,0,9,0,7,2,1,1,0,0,40,0,0
14370,63,0,81605,0,9,1,4,0,0,0,0,0,45,0,0
14371,51,3,68684,14,4,1,8,0,0,0,0,0,40,0,0
14373,17,0,124661,5,7,0,2,2,0,1,0,0,35,0,0
14374,39,0,117381,1,10,1,2,0,0,0,0,0,50,0,1
14375,30,0,53206,2,13,1,3,0,0,0,0,0,47,0,1
14376,52,0,172962,2,13,1,0,0,0,0,0,0,40,0,0
14378,72,0,132753,1,10,1,1,0,0,0,0,0,15,0,0
14379,43,0,67339,2,13,0,7,1,0,0,0,0,15,0,0
14380,71,0,101577,0,9,2,1,1,2,1,0,1668,20,0,0
14381,39,0,101192,0,9,1,4,0,0,0,0,0,40,0,1
14382,51,3,42901,3,14,1,3,0,0,0,0,0,70,0,1
14383,43,0,88787,1,10,1,0,0,0,0,0,0,45,0,1
14384,39,0,306504,0,9,1,8,0,0,0,0,0,40,0,0
14386,19,2,242965,1,10,0,5,2,0,1,0,0,24,0,0
14387,52,0,427475,0,9,1,7,0,0,0,0,0,43,0,0
14388,60,5,180512,15,5,1,4,0,0,0,0,0,45,0,1
14389,30,0,97723,2,13,1,4,0,0,0,0,0,30,0,0
14390,60,0,208915,0,9,4,4,5,2,1,0,0,40,28,0
14391,40,1,189189,2,13,1,3,4,0,1,0,0,20,0,0
14392,49,5,327258,1,10,1,0,4,0,1,0,1977,60,2,1
14393,31,0,254494,1,10,0,0,2,1,0,0,0,40,0,0
14394,23,0,105577,1,10,0,12,1,0,1,0,0,26,0,0
14395,34,0,215124,0,9,1,8,0,0,0,0,0,40,0,0
14396,27,0,192936,2,13,0,3,1,0,1,0,0,45,0,0
14397,35,0,274158,2,13,1,11,0,1,0,3103,0,40,0,1
14398,19,0,318822,0,9,0,1,1,0,1,0,0,40,0,0
14399,32,0,171889,0,9,2,1,1,0,1,0,0,68,0,0
14400,17,0,94492,5,7,0,2,2,0,1,0,0,19,0,0
14401,17,0,73820,10,8,0,2,2,0,1,0,0,8,0,0
14402,38,0,32989,0,9,0,0,1,0,1,0,0,40,0,0
14403,29,0,197382,5,7,0,4,1,0,0,0,0,45,0,0
14404,35,0,164526,1,10,1,4,0,0,0,0,0,40,0,0
14405,43,5,153205,8,15,1,3,0,2,0,0,0,70,31,1
14407,43,1,126847,3,14,5,3,3,0,1,7430,0,60,0,1
14408,50,3,211112,0,9,0,1,1,0,1,0,0,37,0,0
14409,29,0,100049,0,9,5,9,1,4,0,0,0,40,0,0
14410,48,3,104542,3,14,4,3,3,0,1,0,0,40,0,0
14411,59,0,186479,4,11,1,3,0,0,0,0,0,50,0,0
14412,22,0,225272,1,10,1,6,0,0,0,0,0,20,0,0
14413,51,0,346871,2,13,1,0,0,0,0,0,0,55,0,1
14414,29,0,142712,2,13,1,0,0,0,0,0,0,40,0,1
14415,41,0,46221,8,15,0,0,1,0,0,4787,0,60,0,1
14416,47,0,349151,4,11,1,7,0,0,0,0,0,45,0,1
14417,31,0,111883,0,9,1,8,0,0,0,0,0,50,0,1
14418,32,0,46691,0,9,0,4,1,0,1,0,0,40,0,0
14419,28,0,291789,0,9,0,7,3,1,1,0,0,50,0,0
14420,45,0,201699,1,10,1,8,0,0,0,0,1628,40,0,0
14421,24,4,219262,0,9,0,5,2,0,0,0,0,40,0,0
14422,60,5,160079,3,14,4,1,1,0,1,0,0,25,0,0
14423,58,0,193374,0,9,0,12,1,0,0,0,1719,40,0,0
14425,19,0,410632,1,10,0,7,2,0,0,0,0,40,0,0
14426,35,1,33943,1,10,1,11,0,3,0,0,0,40,0,1
14427,44,4,269792,2,13,1,1,0,0,0,0,0,43,0,0
14428,46,0,153328,1,10,0,9,3,1,1,0,0,40,0,0
14429,47,0,162859,0,9,2,5,2,1,1,0,0,40,0,0
14431,80,0,22406,2,13,0,12,1,0,1,0,0,40,0,0
14432,39,0,65624,14,4,1,9,0,0,0,0,0,48,0,0
14433,43,0,326232,1,10,1,0,0,0,0,0,0,40,0,1
14434,28,0,363257,2,13,0,3,1,1,0,0,0,50,0,0
14435,35,0,51700,1,10,0,8,1,0,0,0,0,40,0,0
14436,30,0,19678,2,13,6,2,4,2,1,0,0,60,5,1
14437,21,0,109199,1,10,0,9,2,0,0,0,0,15,0,0
14438,26,3,36741,2,13,0,3,1,0,1,0,0,20,0,0
14439,41,0,347653,1,10,1,8,0,0,0,0,0,50,0,0
14440,23,0,37514,1,10,0,2,1,0,0,0,0,55,0,0
14441,48,0,355781,2,13,1,3,0,2,0,0,0,40,31,1
14442,46,0,86709,1,10,0,5,1,2,0,0,0,45,0,0
14443,44,2,22933,0,9,1,0,0,0,0,0,0,40,0,0
14444,56,5,83922,0,9,1,0,0,0,0,0,0,84,0,0
14446,57,0,80149,2,13,1,0,0,0,0,0,1977,40,16,1
14447,60,2,231770,0,9,1,6,0,0,0,0,0,65,0,1
14449,30,2,189759,0,9,0,4,1,0,0,0,0,45,0,0
14450,40,5,46221,9,16,0,3,1,0,0,99999,0,55,0,1
14451,58,3,198145,0,9,1,4,0,0,0,0,0,40,0,0
14452,31,0,35864,2,13,0,2,1,4,0,0,0,60,0,0
14453,44,4,259307,2,13,1,0,0,0,0,0,0,40,0,1
14454,46,0,129007,0,9,1,8,0,0,0,0,0,41,0,1
14455,33,0,169104,0,9,1,5,0,2,0,0,0,40,2,0
14456,37,0,198097,0,9,1,4,0,0,0,0,0,60,0,0
14457,21,1,224640,13,12,0,0,2,0,1,0,0,40,0,0
14459,47,2,85982,3,14,0,3,1,4,1,0,0,60,0,0
14460,39,0,230467,2,13,0,2,2,0,0,0,0,40,16,0
14461,32,2,168782,15,5,1,4,0,0,0,0,0,32,0,0
14462,24,0,142566,11,6,0,7,1,0,0,0,0,45,0,0
14463,30,4,195337,0,9,0,1,3,3,1,1506,0,45,0,0
14465,40,0,133456,0,9,1,2,5,0,1,0,0,24,0,1
14466,28,1,133136,3,14,0,3,1,0,0,0,0,35,0,0
14467,25,0,211531,10,8,0,5,1,0,0,0,0,40,0,0
14468,30,0,243867,1,10,0,3,1,1,0,0,0,45,0,0
14469,47,1,284871,8,15,1,3,0,0,0,0,0,35,0,1
14470,37,4,188563,3,14,0,3,1,0,0,0,1876,40,0,0
14471,61,0,173866,11,6,1,7,0,0,0,0,0,45,0,1
14472,23,0,114939,1,10,0,2,1,0,1,0,0,38,0,0
14473,30,0,259425,4,11,0,11,1,0,0,0,0,40,0,0
14474,48,0,59159,0,9,2,11,1,0,0,0,0,40,0,0
14475,30,0,189439,0,9,5,5,3,1,1,0,0,38,0,0
